vendedor,referencia_vendedor,fabricante,ref_fabricante,unidad_embalaje,descripcion,precio_unitario,fechaCompra,cantidad,total
"FERRETERIA MARANGES, S.A.,",,,,,TORNILLO ALLEN C/ALOM. DIN-7380 A2 INOX 3*20,0.03,2012-09-25,75,2.25
"FARNELL COMPONENTS, SL,",,,,,"REF. 1625566 DYMO - S0721510 - ETIQUETA, CINTA, PAPEL, BLANCO, 12MMX4M",6.5600000000000005,2012-09-14,3,19.68
"ABACUS,",,,,,"ref. 69083.59 BLISTER COLA""SUPERGLUE-3""",3.55,2012-09-14,2,7.1
"FARNELL COMPONENTS, SL,",,,,,"ref. 1100295 WELWYN - MH25-10MJI - RESISTENCIA, H/V 0,25W 10M",0.09,2012-09-13,10,0.899999999999999
"FARNELL COMPONENTS, SL,",,,,,"ref. 1387745 PRO POWER - RG174/AU - GUIA, COAXIAL, RG174AU, POR M",0.91,2012-09-13,3,2.73
"FARNELL COMPONENTS, SL,",,,,,"ref. 1100298 WELWYN - MH37-680KJI - RESISTENCIA, H/V 0,5W 680K",0.04,2012-09-13,10,0.4
"FARNELL COMPONENTS, SL,",,,,,"ref. 1100279 WELWYN - MH25-680KJI - RESISTENCIA, H/V 0,25W 680K",0.05,2012-09-13,10,0.5
"AMIDATA S.A,",,,,,ref. 193-9656 A4 blk onclear laser trans unbacked film,26.9,2012-07-12,1,26.9
"AMIDATA S.A,",,,,,ref. 484-225 Guantes LA¡tex Desechables M,11.64,2012-07-11,4,46.56
"ONDA RADIO, S.A.,",,,,,ref. CO3020 TIRA POSTE C.I MACHO 20 PIN PASO 2'54,1.97,2012-07-11,15,29.55
"AMIDATA S.A,",,,,,"ref. 541-4218 Fusible anti-transit T LBC,315mA 5x20mm",0.21,2012-07-06,10,2.1
"AMIDATA S.A,",,,,,ref. 541-4583 5X20mm LBC T fuse 400mA,0.17,2012-07-06,10,1.7000000000000002
"MANIPULADOS RUIZ, S.L.,",,,,,ref. 214 Caja plA¡stico 69x69x24,0.32,2012-07-06,200,64.0
"MANIPULADOS RUIZ, S.L.,",,,,,ref. 11 Caja plA¡stico 80x80x62,0.87,2012-07-06,128,111.36
"MANIPULADOS RUIZ, S.L.,",,,,,ref. 210 Caja plA¡stico 29x29x15,0.16,2012-07-06,0,0.0
"ONDA RADIO, S.A.,",,,,,ref. FL179 FLUKE 179 Series 170 de multA­metros digitales Fluke,257.0,2012-07-05,1,257.0
"FARNELL COMPONENTS, SL,",,,,,"ref. 1284209 TRACOPOWER - TMT 15112C - PSU, MA“DULO, 15W, 12V/1.3A",63.6,2012-07-03,2,127.2
"DATRON AG,",,,,,ref. 0068282 -- Punta grabadora 90Aº / 3mm eje,14.0,2012-06-25,1,14.0
"DATRON AG,",,,,,ref. 0068279 -- Punta grabadora 20Aº / 3mm eje.,14.0,2012-06-25,1,14.0
"DATRON AG,",,,,,ref. 0068236 -- Broca 3.6mm / 3mm eje.,12.2,2012-06-25,1,12.2
"DATRON AG,",,,,,0068279 -- Punta grabadora 20Aº / 3mm eje,3.9,2012-06-25,1,3.9
"DATRON AG,",,,,,ref. 0068209 -- Broca 0.9mm / 3mm eje.,3.9,2012-06-25,1,3.9
"AMIDATA S.A,",,,,,"ref. 497-4359 B32656S snubber capacitor,T1 1kV 1uF",15.29,2012-06-22,2,30.58
"MAYRIT NOVA,S.L.,",,,,,ref. 0068110 Micro-Toothed End Mill,11.6,2012-06-21,2,23.2
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068251 5.1mm Drill, 3 mm Shank",16.4,2012-06-21,1,16.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068261 2.1mm Drill, 3 mm Shank",19.5,2012-06-21,1,19.5
"MAYRIT NOVA,S.L.,",,,,,ref. 00782210 Zirconium Oxide Ball Nose End Mill,42.4,2012-06-21,1,42.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068030A Double Flute End Mill, 3 mm Shank",16.2,2012-06-21,2,32.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068231 3.1mm Drill, 3 mm Shank",10.9,2012-06-21,2,21.8
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068241 4.1mm Drill, 3 mm Shank",12.9,2012-06-21,2,25.8
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068221 2.1mm Drill, 3 mm Shank",4.2,2012-06-21,2,8.4
"MAYRIT NOVA,S.L.,",,,,,ref. 0068282 -- Punta grabadora 90Aº / 3mm eje,14.0,2012-06-21,1,14.0
"MAYRIT NOVA,S.L.,",,,,,ref. 0068279 -- Punta grabadora 20Aº / 3mm eje.,14.0,2012-06-21,1,14.0
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068211 1.1mm Drill, 3 mm Shank",4.2,2012-06-21,2,8.4
"MAYRIT NOVA,S.L.,",,,,,ref. 0068236 -- Broca 3.6mm / 3mm eje.,12.2,2012-06-21,1,12.2
"MAYRIT NOVA,S.L.,",,,,,ref. 0068551 Triple Flute End Mill,15.3,2012-06-21,2,30.6
"MAYRIT NOVA,S.L.,",,,,,ref. 00682095 -- Broca 0.95mm / 3mm eje.,3.9,2012-06-21,1,3.9
"MAYRIT NOVA,S.L.,",,,,,ref. 0068209 -- Broca 0.9mm / 3mm eje.,3.9,2012-06-21,1,3.9
"FARNELL COMPONENTS, SL,",,,,,"ref. 471562 BHC COMPONENTS - ALS30A102KF450 - CONDENSADOR, 1.000 UF, 450V",34.24,2012-06-21,6,205.44
"FARNELL COMPONENTS, SL,",,,,,"ref. 8597952 SENSOR, T/PAR, K, ARANDELA, AGUJERO DE 6MM",19.6,2012-06-19,1,19.6
"FARNELL COMPONENTS, SL,",,,,,"ref. 1633488 SENSOR, T/PAR, K, ARANDELA",23.32,2012-06-19,1,23.32
"FARNELL COMPONENTS, SL,",,,,,"ref. 4100736 SENSOR, T/PAR, J, PTFE, 1M, MINICONECTOR",10.52,2012-06-19,2,21.04
"FARNELL COMPONENTS, SL,",,,,,"ref. 4100761 SENSOR, T/PAR, J, F/G, 2M, MINICONECTOR",12.05,2012-06-19,2,24.1
"VWR INTERNATIONAL EUROLAB, S.L.,",,,,,"ref. 818-0069 Libreta de laboratorio, A4, 120 pA¡ginas, azul",22.7,2012-06-19,2,45.4
"AMIDATA S.A,",,,,,"ref. 293-280 Tornillo Allen de acero negro,M2x6mm",10.4,2012-06-15,1,10.4
"AMIDATA S.A,",,,,,"ref. 526-906 Tornillo cab alomada ranurada A2,M2x6mm",3.86,2012-06-15,1,3.86
"AMIDATA S.A,",,,,,"ref. 293-296 Tornillo Allen de acero negro,M2x12mm",10.4,2012-06-15,1,10.4
"AMIDATA S.A,",,,,,"ref. 526-912 Tornillo cab alomada ranurada A2,M2x12mm",4.03,2012-06-15,1,4.03
"AMIDATA S.A,",,,,,ref. 225-3363 Juego tornillos Allen cab cilA­ndrica A4,72.6,2012-06-15,1,72.6
"ONDA RADIO, S.A.,",,,,,ref. MNI1500 DURACELL IND LR06 ALCALINA,0.36,2012-06-15,32,11.52
"ONDA RADIO, S.A.,",,,,,ref. MNI1604 DURACELL IND LR22 6F22 ALCALINA,2.5,2012-06-15,10,25.0
"ONDA RADIO, S.A.,",,,,,ref. HCE150K CARRETE HILO COBRE 1.50 CARRETE 1KG ESMALTADO,32.9,2012-06-13,2,65.8
"ACAL BFI IBERIA SLU,",,,,,ref. T650-34 Iron Powder Toroid Core,60.23,2012-06-13,6,361.38
"AMIDATA S.A,",,,,,ref. 686-1148 Hi-Bond Thermally Cond Tape 25mm x 33m,66.7,2012-06-13,1,66.7
"AMIDATA S.A,",,,,,ref. 686-1154 Hi-Bond D/S Adh Pads White 34x12mmx40pcs,3.8,2012-06-13,1,3.8
"AMIDATA S.A,",,,,,ref. 686-1126 Hi-Bond D/S Gry A/Foam Tape 0.8x25mmx33m,18.8,2012-06-13,1,18.8
"AMIDATA S.A,",,,,,ref. 686-1110 Hi-Bond D/S Clr A/Foam Tape 1.0x25mmx10m,19.3,2012-06-13,1,19.3
"AMIDATA S.A,",,,,,ref. 841-378 Cuchillas de repuesto de 9mm,0.34,2012-06-13,10,3.4
"AMIDATA S.A,",,,,,ref. 463-2617 A4 durable manuscript book w/back cover,3.17,2012-06-13,4,12.68
"AMIDATA S.A,",,,,,ref. 536-004 Cutter con cuchilla de 9mm 13 segmentos,1.9300000000000002,2012-06-13,3,5.79
"FARNELL COMPONENTS, SL,",,,,,"ref. 1135944 PRO'S KIT - PA-101 - ALICATE, MICRO-CORTE, 130MM",4.5600000000000005,2012-06-12,2,9.12
"BASSO, S.A.,",,,,,ref. 08660 Rot. Maxiflo Pizarra blanca rojo,1.67,2012-06-05,1,1.67
"BASSO, S.A.,",,,,,ref. 09525 Bolsa 4 rot. pizarra surtido,2.5700000000000003,2012-06-05,1,2.5700000000000003
"BASSO, S.A.,",,,,,ref. 08656 Rot. Maxiflo Pizarra blanca negro,1.67,2012-06-05,1,1.67
"BASSO, S.A.,",,,,,ref. 08655 Rot. Maxiflo Pizarra blanca azul,1.67,2012-06-05,1,1.67
"BASSO, S.A.,",,,,,ref. 90178 Bolsa 8 rotuladores Bic Velleda Grip,7.12,2012-06-05,1,7.12
"BASSO, S.A.,",,,,,ref. 41359 Rotulador Bic Velleda Medium verde,0.66,2012-06-05,1,0.66
"BASSO, S.A.,",,,,,ref. 41358 Rotulador Bic Velleda Medium rojo,0.66,2012-06-05,1,0.66
"BASSO, S.A.,",,,,,ref. 41357 Rotulador Bic Velleda Medium azul,0.66,2012-06-05,1,0.66
"BASSO, S.A.,",,,,,ref. 41356 Rotulador Bic Velleda Medium negro,0.66,2012-06-05,1,0.66
"AMIDATA S.A,",,,,,"ref. 169-4252 Heatsink,100x40x150mm,1A°C/W,SK92 150SA",12.24,2012-06-05,1,12.24
"AMIDATA S.A,",,,,,ref. 234-2457 Heatsink 0.65K/W 160x150x40mm,26.28,2012-06-05,1,26.28
"AMIDATA S.A,",,,,,ref. 271-870 Heatsink 0.5K/W 150x125x50mm,21.97,2012-06-05,1,21.97
"FARNELL COMPONENTS, SL,",,,,,"ref. 3585062 EDSYN - SA5250 - HILO DE SOLDAR, SIN PLOMO, 0,5MM, 250G",34.75,2012-06-04,1,34.75
"FERRETERIA MARANGES, S.A.,",,,,,"PUNZON MATRICERO TIPO D 70MM. 2,9",1.76,2012-05-31,5,8.8
"FERRETERIA MARANGES, S.A.,",,,,,PUNZON MATRICERO TIPO D 70MM. 3,1.71,2012-05-31,5,8.55
"FERRETERIA MARANGES, S.A.,",,,,,PUNZON MATRICERO TIPO D 70MM. 4,1.77,2012-05-31,5,8.85
"FERRETERIA MARANGES, S.A.,",,,,,"PUNZON MATRICERO TIPO D 70MM. 4,1",2.88,2012-05-31,5,14.399999999999999
"FERRETERIA MARANGES, S.A.,",,,,,"PUNZON MATRICERO TIPO D 70MM. 4,2",2.09,2012-05-31,5,10.45
"FERRETERIA MARANGES, S.A.,",,,,,"PUNZON MATRICERO TIPO D 70MM. 3,9",1.8,2012-05-31,5,9.0
"FERRETERIA MARANGES, S.A.,",,,,,"PUNZON MATRICERO TIPO D 70MM. 5,9",2.3,2012-05-31,5,11.5
"S.C. MAG ABC S.R.L., COMMERCE REGISTRY CODE: J40/6913/2006,",,,,,Plane paralel compensated clamping device with high voltage insulation,2004.0,2012-05-25,1,2004.0
"INSTRUMENTOS DE MEDIDA, S.L.,",,,,,ref. 2 EB-TH-A-B-BOLT Soporte de puntas triaxial con tuerca. Everbeinq.,74.0,2012-05-25,2,148.0
"FERRETERIA MARANGES, S.A.,",,,,,ref. CMK-12 cubeta dos cuerpos para K-1,2.07,2012-05-22,15,31.049999999999997
"FERRETERIA MARANGES, S.A.,",,,,,ref. K-1 cajA³n combibox,2.07,2012-05-22,20,41.4
"FERRETERIA MARANGES, S.A.,",,,,,ref. CMK-13 Cubeta tres cuerpos para K-1,2.07,2012-05-22,15,31.049999999999997
"FERRETERIA MARANGES, S.A.,",,,,,ref. K-8/2 CajA³n combibox,16.51,2012-05-22,10,165.10000000000002
"FERRETERIA MARANGES, S.A.,",,,,,ref. EK-6/1 cubeta combibox,0.81,2012-05-22,20,16.200000000000003
"FERRETERIA MARANGES, S.A.,",,,,,ref. EK-6/4 cubeta combibox,0.96,2012-05-22,20,19.2
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,ref. 1-173977-2 Alojamientos de cables y cabecera CT CONN MT REC ASSY,0.9500000000000001,2012-05-21,10,9.5
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,ref. 571-173977-2 Alojamientos de cables y cabecera 2MM 2P HSG,0.16,2012-05-21,10,1.6
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,"ref. 532-189790F00 Productos de interfaz tA©rmica PAD .74""X.86""",0.29,2012-05-21,50,14.499999999999998
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,ref. 532-4180 Productos de interfaz tA©rmica ALUMINUM OXIDE PAD TO-218/TO-247/TO-3P,0.76,2012-05-21,50,38.0
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,"ref. 739-A15038003 Productos de interfaz tA©rmica TO-247, 0.750X1.0 H.140,T-gard 5000-A0",0.16,2012-05-21,50,8.0
"FISCAL SOLUTION S.A.R.L. (MOUSER ELECTRONICS),",,,,,"ref. 739-A15038002 Productos de interfaz tA©rmica Tgard 500,A0 Kit TO247",0.14,2012-05-21,50,7.000000000000001
"FARNELL COMPONENTS, SL,",,,,,"ref. 8783683 BERGQUIST - HF300-0.004-00-4/4 - HI-FLOW 300P, .0015"", 4""X4"" SHEET",6.84,2012-05-21,1,6.84
"FARNELL COMPONENTS, SL,",,,,,ref. 418961 WELLER - PGR1 - RECAMBIO DE GAS,4.5,2012-05-21,1,4.5
"FARNELL COMPONENTS, SL,",,,,,"ref. 1001719 MULTICORE / LOCTITE - MM01006 - SOLDER WIRE, PB/SN/AG, 301A°C, 0.5LB",30.71,2012-05-21,1,30.71
"FARNELL COMPONENTS, SL,",,,,,"ref. 1325990 RICHCO - HTRTC-1 - CUBIERTA, TEMP ALTA, TO-220, PK25",3.08,2012-05-21,1,3.08
"FARNELL COMPONENTS, SL,",,,,,"ref. 664194 BERGQUIST - 3223-07FR-43 - SIL-PAD 400, .007"", TO-220, PAQUETE 10 UDS",0.17,2012-05-21,100,17.0
"FARNELL COMPONENTS, SL,",,,,,"ref. 1372955 T GLOBAL - T62-150-050-100G - ALMOHADILLA DE GRAFITO, 0,5MM",12.16,2012-05-21,1,12.16
"FARNELL COMPONENTS, SL,",,,,,"ref. 1372917 T GLOBAL - L375-150-0.5A - RELLENO DE HUECOS, LAMINA DE 0,5 mm",12.96,2012-05-21,1,12.96
"FARNELL COMPONENTS, SL,",,,,,"ref. 1339024 AVAGO TECHNOLOGIES - ASMT-M015 - LENS, FOR ASMT-MXXX MOONSTONE(TM) LED",1.44,2012-05-17,8,11.52
"FARNELL COMPONENTS, SL,",,,,,"ref. 1634764 AVAGO TECHNOLOGIES - ADJD-WMR3-NKKZ0 - LED, 8X1W, C-WHT, 60LM",68.46,2012-05-17,1,68.46
"FARNELL COMPONENTS, SL,",,,,,"ref. 1618706 AVAGO TECHNOLOGIES - ASMT-M030 - LENS, FOR ASMT-MXXX LED",1.44,2012-05-17,8,11.52
"AMIDATA S.A,",,,,,"ref. 517-968 Carrete de estaA±o StannolPb93,5Sn5Ag1.5",24.2,2012-05-17,1,24.2
"AMIDATA S.A,",,,,,ref. 614-2201 Brazo de montaje,8.47,2012-05-17,1,8.47
"AMIDATA S.A,",,,,,"ref. 865-194 PVC label 'Danger High.area',400x300mm",12.4,2012-05-17,2,24.8
"AMIDATA S.A,",,,,,ref. 226-287 Limp./estaA±. puntas de soldadura TTC-LF,5.22,2012-05-17,2,10.44
"AMIDATA S.A,",,,,,ref. 162-8132 Recarga de gas butano Weller,4.5,2012-05-15,1,4.5
"ALCO, SUBMINISTRES PER A LABORATORI, S.A.,",,,,,"ref. 700920 Impuesto Etanol 96% v/v (USP, BP, Ph. Eur.) PRS-CODEX por litro",7.97,2012-05-15,5,39.85
"ALCO, SUBMINISTRES PER A LABORATORI, S.A.,",,,,,"ref. 141085.1212 Etanol 96% v/v (USP, BP, Ph. Eur.) PRS-CODEX, 2.5L",29.3,2012-05-15,2,58.6
"AMIDATA S.A,",,,,,ref. 666-5155 USB 2.0 Multi-Format Mini Card Reader,25.3,2012-05-15,1,25.3
"AMIDATA S.A,",,,,,"ref. 767-286 DSHD imation IBM format diskette,3.5in",0.71,2012-05-15,10,7.1
"AMIDATA S.A,",,,,,ref. 162-8132 Recarga de gas butano Weller,4.5,2012-05-15,1,4.5
"AMIDATA S.A,",,,,,ref. 730-2735 USB Floppy Disk Notebook,33.9,2012-05-15,1,33.9
"FARNELL COMPONENTS, SL,",,,,,"ref. 1825813 LIGHTCRAFT - LC8064/T - TUBO CIRCULAR, ES, 22W",10.67,2012-05-14,1,10.67
"FARNELL COMPONENTS, SL,",,,,,"ref. 2069918 RAACO - PROFESSIONAL HANDYBOX - CAJA ACCESIBLE, WITH 4 SERVICE CASES",103.4,2012-05-14,1,103.4
"FARNELL COMPONENTS, SL,",,,,,"ref. 1661445 PRO ELEC - 200 - INTERRUPTOR, EN LANEA, 2A, BLANCO",0.56,2012-05-14,5,2.8
"KAISER+KRAFT,S.A.,",,,,,"ref. 269 751 Caja visualizable de polietileno capacidad 24,65 l color rojo",128.1,2012-05-10,1,128.1
"KAISER+KRAFT,S.A.,",,,,,ref. ref. 269 670 Caja visualizable de polietileno capacidad 16 l color rojo,163.1,2012-05-10,1,163.1
"AMIDATA S.A,",,,,,ref. 507-5605 Sil-Pad 400 0.9W/mK 304x304x0.178mm,24.2,2012-05-10,1,24.2
"FARNELL COMPONENTS, SL,",,,,,ref. 1213474 AAVID THERMALLOY - 6399BG - DISSIPATEUR TO-220/218 3.3C/W,2.8,2012-05-10,2,5.6
"FARNELL COMPONENTS, SL,",,,,,ref. 1213473 AAVID THERMALLOY - 6398BG - DISSIPATEUR TO-220/218 4.4C/W,2.31,2012-05-10,2,4.62
"FARNELL COMPONENTS, SL,",,,,,ref. 1213472 AAVID THERMALLOY - 6396BG - DISSIPATEUR TO-220/218 5.6C/W,2.22,2012-05-10,2,4.44
"FARNELL COMPONENTS, SL,",,,,,ref. 1367990 WAKEFIELD SOLUTIONS - 657-15ABPE - Heat Sink,2.39,2012-05-10,2,4.78
"FARNELL COMPONENTS, SL,",,,,,ref. 2097681 OHMITE - RA-T2X-51E - DISSIPATEUR TO-220/218/247 NOIR,4.19,2012-05-10,2,8.38
"FARNELL COMPONENTS, SL,",,,,,ref. 2097678 OHMITE - RA-T2X-64E - DISSIPATEUR TO-220/218/247 NOIR,4.9,2012-05-10,2,9.8
"FARNELL COMPONENTS, SL,",,,,,ref. 1213475 AAVID THERMALLOY - 6400BG - DISSIPATEUR TO-220/218 2.7C/W,3.31,2012-05-10,2,6.62
"FARNELL COMPONENTS, SL,",,,,,"ref. 836436 WELLER - WC100 EU - SOLDADOR, RECARGABLE",113.0,2012-05-10,1,113.0
"FARNELL COMPONENTS, SL,",,,,,ref. 1368063 WAKEFIELD SOLUTIONS - 657-20ABPE - Heat Sink,2.8200000000000003,2012-05-10,2,5.64
"FARNELL COMPONENTS, SL,",,,,,ref. 3533992 IRODA - MJ-950 - HEAT GUN,63.32,2012-05-10,1,63.32
"FARNELL COMPONENTS, SL,",,,,,ref. 6386416 WAKEFIELD SOLUTIONS - 657-10ABP - Heat Sink,1.73,2012-05-10,2,3.46
"FARNELL COMPONENTS, SL,",,,,,ref. 1710614 MULTICOMP - MC33271 - HEATSINK TO218/220/247 2.7A°C/W,4.53,2012-05-10,2,9.06
"FARNELL COMPONENTS, SL,",,,,,ref. 1710616 MULTICOMP - MC33273 - HEATSINK TO218/220/247 7.2A°C/W HOLE,1.92,2012-05-10,2,3.84
"FARNELL COMPONENTS, SL,",,,,,ref. 2097682 OHMITE - RA-T2X-38E - DISSIPATEUR TO-220/218/247 NOIR,3.49,2012-05-10,2,6.98
"FARNELL COMPONENTS, SL,",,,,,ref. 2097683 OHMITE - RA-T2X-25E - DISSIPATEUR TO-220/218/247 NOIR,2.9,2012-05-10,2,5.8
"FARNELL COMPONENTS, SL,",,,,,ref. 1710619 MULTICOMP - MC33275 - HEATSINK TO218/220/247 5.9A°C/W HOLE,2.02,2012-05-10,2,4.04
"FARNELL COMPONENTS, SL,",,,,,ref. 1710613 MULTICOMP - MC33270 - HEATSINK TO218/220/247 3.3A°C/W,3.91,2012-05-10,2,7.82
"FARNELL COMPONENTS, SL,",,,,,ref. 1710611 MULTICOMP - MC33268 - HEATSINK TO218/220/247 5.6A°C/W,2.75,2012-05-10,2,5.5
"FARNELL COMPONENTS, SL,",,,,,ref. 3523391 FACOM - R.235 - ADAPTOR,7.0,2012-05-09,1,7.0
"FARNELL COMPONENTS, SL,",,,,,"ref. 4421413 FACOM - R.372 - TORQUE WRENCH 1/4""",75.56,2012-05-09,1,75.56
"AMIDATA S.A,",,,,,ref. 669-8063 Juego de puntas de 28 piezas,33.1,2012-05-09,1,33.1
"AMIDATA S.A,",,,,,ref. 593-423 Paquete de 5 Pilas SR44 1.55V Alcalinas,1.6600000000000001,2012-05-09,5,8.299999999999999
"AMIDATA S.A,",,,,,"ref. 495-0864 Bandido wraparound eyewear, clear lens",3.95,2012-05-09,1,3.95
"AMIDATA S.A,",,,,,ref. 509-6517 Punta de bisel 4.5mm-soldador WSP80/FE75,4.5,2012-05-09,2,9.0
"AMIDATA S.A,",,,,,"ref. 361-0717 Punta de cincel LT-L - WSP80/FE75,2mm",4.5,2012-05-09,2,9.0
"AMIDATA S.A,",,,,,"ref. 361-0789 Punta doblada LT-AX - WSP80/FE75,1.6mm",7.9,2012-05-09,1,7.9
"AMIDATA S.A,",,,,,"ref. 292-2003 Punta de cincel LT-C - WSP80/FE75,3.2mm",4.5,2012-05-09,2,9.0
"AMIDATA S.A,",,,,,ref. 328-011 Temporizador con cuenta atrA¡s 2 canales,17.4,2012-05-09,2,34.8
"AMIDATA S.A,",,,,,"ref. 277-8266 Punta de cincel LT-B - WSP80/FE75,2.4mm",4.5,2012-05-09,2,9.0
"AMIDATA S.A,",,,,,"ref. 518-6171 Punta de soldadura WSP80 0,25mm LT-1",4.5,2012-05-09,1,4.5
"AMIDATA S.A,",,,,,"ref. 361-0773 Punta doblada LT-1SLX - WSP80/FE75,2mm",7.9,2012-05-09,1,7.9
"AMIDATA S.A,",,,,,"ref. 292-2053 Punta de cincel LT-K - WSP80/FE75,1.2mm",4.5,2012-05-09,2,9.0
"AMIDATA S.A,",,,,,"ref. 361-0723 Punta de cincel LT-M - WSP80/FE75,3.2mm",4.5,2012-05-09,2,9.0
"AMIDATA S.A,",,,,,"def. 292-1971 Punta de cincel LT-A - WSP80/FE75,1.6mm",4.5,2012-05-09,2,9.0
"AMIDATA S.A,",,,,,"ref. 488-2503 Punta soldadura sin plomo LT D LF,4.5mm",9.77,2012-05-09,1,9.77
"FERRETERIA MARANGES, S.A.,",,,,,ref. nAº1 Giramachos carraca,11.84,2012-05-08,1,11.84
"FERRETERIA MARANGES, S.A.,",,,,,ref. 3110 - ArtA­culo 43351 Juego de Machos,81.38,2012-05-08,1,81.38
"AMIDATA S.A,",,,,,"ref. 550-369 2 drawer steel tool chest,430x225x258mm",67.6,2012-05-08,1,67.6
"AMIDATA S.A,",,,,,ref. 436-2784 Cinta enmascarado p/altas temp. 33mx25mm,29.2,2012-05-07,2,58.4
"FERRETERIA MARANGES, S.A.,",,,,,ref. broca Dormer HSS-R 3.0mm,1.13,2012-05-07,3,3.389999999999999
"FERRETERIA MARANGES, S.A.,",,,,,ref. broca Dormer HSS-R 0.5mm,1.94,2012-05-07,3,5.82
"FERRETERIA MARANGES, S.A.,",,,,,ref. broca Dormer HSS-R 2.0mm,0.99,2012-05-07,3,2.969999999999999
"FERRETERIA MARANGES, S.A.,",,,,,ref. broca Dormer HSS-R 2.5mm,1.13,2012-05-07,3,3.389999999999999
"FERRETERIA MARANGES, S.A.,",,,,,ref. broca Dormer HSS-R 1.0mm,1.3900000000000001,2012-05-07,3,4.17
"FERRETERIA MARANGES, S.A.,",,,,,ref. broca Dormer HSS-R 1.5mm,1.22,2012-05-07,3,3.66
"FERRETERIA MARANGES, S.A.,",,,,,ref. plancha de metacrilato 300 x 700 x 6,17.03,2012-05-07,2,34.06
"FERRETERIA MARANGES, S.A.,",,,,,ref. plancha de metacrilato 300 x 700 x 3,9.1,2012-05-07,3,27.299999999999997
"FERRETERIA MARANGES, S.A.,",,,,,ref. plancha de metacrilato 300 x 700 x 2,5.7,2012-05-07,3,17.1
"FERRETERIA MARANGES, S.A.,",,,,,ref. plancha de metacrilato 300 x 700 x 10,28.4,2012-05-07,2,56.8
"FERRETERIA MARANGES, S.A.,",,,,,ref. plancha de metacrilato 300 x 700 x 8,22.71,2012-05-07,2,45.42
"FERRETERIA MARANGES, S.A.,",,,,,ref. plancha de metacrilato 300 x 700 x 5,14.19,2012-05-07,2,28.38
"FERRETERIA MARANGES, S.A.,",,,,,ref. plancha de metacrilato 300 x 700 x 4,11.35,2012-05-07,2,22.7
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068265 6.5mm Drill, 3 mm Shank",19.5,2012-05-04,2,39.0
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068240 4.0mm Drill, 3 mm Shank",12.9,2012-05-04,2,25.8
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068260 6.0mm Drill, 3 mm Shank",18.2,2012-05-04,2,36.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068250 5.0mm Drill, 3 mm Shank",15.0,2012-05-04,2,30.0
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068245 4.5mm Drill, 3 mm Shank",12.9,2012-05-04,2,25.8
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068225 2.5mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068235 3.5mm Drill, 3 mm Shank",10.9,2012-05-04,2,21.8
"MAYRIT NOVA,S.L.,",,,,,"ref. 00682175 1.75mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068210 1.0mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068220 2.0mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 00682150 1.5mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 00682125 1.25mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 00682075 0.75mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 00682025 0.25mm Drill, 3 mm Shank",6.3,2012-05-04,2,12.6
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068205 0.5mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068030X 3.0mm Double Flute End Mill, 3 mm Shank",21.0,2012-05-04,2,42.0
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068230 3.0mm Drill, 3 mm Shank",4.2,2012-05-04,2,8.4
"MAYRIT NOVA,S.L.,",,,,,"ref. 0068010 1.0 mm Double Flute End Mill, 3 mm Shank",13.1,2012-05-04,2,26.2
